City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
606,Buraydah,SA,72.05,clear sky,26.326,43.975,Mövenpick Qassim
607,Nurtingen,DE,70.07,clear sky,48.6256,9.342,Best Western Plus Hotel Am Schlossberg
610,Labuhan,ID,79.23,overcast clouds,-6.8844,112.2051,DoubleFAG
613,Benicarlo,ES,65.25,clear sky,40.4165,0.4271,Hotel & Spa Peñíscola Plaza Suites
614,Yeppoon,AU,73.18,overcast clouds,-23.1333,150.7333,Villa Mar Colina
615,Maldonado,UY,69.22,clear sky,-34.6667,-54.9167,La Cimarrona
616,Souillac,MU,82.78,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
617,Bodden Town,KY,80.01,broken clouds,19.2833,-81.25,Will T Place
618,Charters Towers,AU,72.03,few clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
619,Simao,CN,61.34,scattered clouds,22.7886,100.9748,Changyu Hotel
620,Nouakchott,MR,73.33,clear sky,18.0858,-15.9785,HOTEL IMAN
626,Gondar,ET,79.5,broken clouds,12.6,37.4667,L Shape Hotel
629,Mogadishu,SO,85.87,few clouds,2.0371,45.3438,Hotel Juba
636,Salta,AR,72.57,clear sky,-24.7859,-65.4117,Hotel Alejandro I
637,Vangaindrano,MG,77.72,moderate rain,-23.35,47.6,Hotel Fanilo
644,Santa Vitoria Do Palmar,BR,76.51,few clouds,-33.5189,-53.3681,Hostel Comodoro
649,Chicama,PE,66.74,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
651,Lata,PT,74.07,overcast clouds,40.1629,-8.3327,Casa Maquia
652,Townsville,AU,77.88,overcast clouds,-19.25,146.8,Rydges Southbank Townsville
653,Toda Raisingh,IN,88.39,clear sky,26.0252,75.4849,MONU ajmera
654,Merauke,ID,79.86,overcast clouds,-8.4667,140.3333,
655,Saurimo,AO,82.72,broken clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
657,Jardim,BR,84.47,clear sky,-21.4803,-56.1381,Estancia Hotel - Jardim MS
661,Sao Geraldo Do Araguaia,BR,83.86,overcast clouds,-6.4006,-48.555,Hotel Por do Sol
665,Caibarien,CU,76.3,clear sky,22.5206,-79.4669,La Nena
667,Lashio,MM,68.14,clear sky,22.9333,97.75,Hotel CF Lashio - Burmese Only
668,Wanning,CN,72.34,overcast clouds,18.8003,110.3967,Paradise Hotel
669,Sayyan,YE,63.12,clear sky,15.1718,44.3244,ملاطف ابوحورية
672,Kariba,ZW,78.69,light rain,-16.5167,28.8,Caribbea Bay Hotel
673,Yilan,TW,64.36,overcast clouds,24.757,121.753,Dar Chen Hotel
674,Carauari,BR,73.15,overcast clouds,-4.8828,-66.8958,Hotel Fellip
676,Sur,OM,82.06,clear sky,22.5667,59.5289,Sur Plaza Hotel
678,Savannah Bight,HN,77.59,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
679,Torres,BR,78.82,clear sky,-29.3353,-49.7269,Farol Hotel
680,Coromandel,BR,82.8,clear sky,-18.4733,-47.2003,Hotel Dona Adélia
682,Lucea,JM,80.85,broken clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
684,Rio Grande,BR,78.91,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
687,Pizarro,CO,78.03,light rain,4.9533,-77.366,Hotel Limonar
690,Moerai,PF,79.79,broken clouds,-22.4333,-151.3333,Le Manotel
691,Kruisfontein,ZA,76.89,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
692,Misratah,LY,71.96,overcast clouds,32.3754,15.0925,Almasa Hotel
693,Djambala,CG,83.79,broken clouds,-2.5447,14.7533,Hotel Ravin D'or
695,Luau,AO,77.45,light rain,-10.7073,22.2247,Casa- Bernardo Cândido
699,Matara,LK,79.72,few clouds,5.9485,80.5353,Amaloh Boutique Resort
700,Kapasan,ID,76.35,overcast clouds,-6.7773,111.3789,Perum Perhutani Kph Mantingan
