City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
206,Namatanai,PG,-3.6667,152.4333,81.9,78,99,5.35,light rain
207,Toluca,MX,19.2883,-99.6672,72.3,11,40,5.75,smoke
208,Dunda,TZ,-8.1167,34.25,64.96,97,72,3.24,broken clouds
209,Verkhnetulomskiy,RU,68.6073,31.7962,-3.87,100,80,0.85,broken clouds
210,Khandyga,RU,62.6667,135.6,0.03,86,87,3.38,overcast clouds
211,Codrington,AU,-38.2667,141.9667,65.41,69,86,8.43,overcast clouds
212,Umm Lajj,SA,25.0213,37.2685,78.03,23,62,25.81,broken clouds
213,Kostomuksha,RU,64.571,30.5767,17.46,81,95,4.59,overcast clouds
214,Oda,JP,35.1833,132.5,46.72,51,100,11.41,overcast clouds
215,Loandjili,CG,-4.7561,11.8578,80.22,88,95,5.06,light rain
216,Hirara,JP,24.8,125.2833,66.47,94,75,18.41,broken clouds
217,Makakilo City,US,21.3469,-158.0858,78.69,61,100,9.22,overcast clouds
218,Severodvinsk,RU,64.5635,39.8302,5.11,91,15,4.99,few clouds
219,Taos,US,36.4072,-105.5731,73.8,11,0,16.11,clear sky
220,Puerto Cabello,VE,10.4731,-68.0125,75.74,91,97,7.11,overcast clouds
221,Bethel,US,41.3712,-73.414,38.53,62,100,6.91,overcast clouds
222,Key West,US,24.5557,-81.7826,80.6,47,0,6.91,clear sky
223,Iqaluit,CA,63.7506,-68.5145,17.33,100,100,2.3,mist
224,Aykhal,RU,66.0,111.5,-2.0,100,100,4.97,overcast clouds
225,Saint George,US,37.1041,-113.5841,84.63,9,0,19.57,clear sky
226,Lazo,RU,43.3817,133.9014,33.26,66,43,10.56,scattered clouds
227,Touros,BR,-5.1989,-35.4608,80.1,83,50,10.36,scattered clouds
228,Ketchikan,US,55.3422,-131.6461,50.47,46,0,13.8,clear sky
229,Torbay,CA,47.6666,-52.7314,40.28,91,100,1.01,overcast clouds
230,Lagoa,PT,39.05,-27.9833,58.73,85,99,10.63,overcast clouds
231,East London,ZA,-33.0153,27.9116,70.54,81,76,19.39,broken clouds
232,Haines Junction,CA,60.7522,-137.5108,31.24,78,94,1.7,overcast clouds
233,Mayya,RU,61.7333,130.2811,2.52,89,92,5.88,overcast clouds
234,Saryg-Sep,RU,51.5,95.6,10.99,97,100,2.33,overcast clouds
235,Wicklow,IE,53.0,-6.4167,43.07,89,0,1.68,clear sky
236,Buta,CD,2.7858,24.73,79.5,58,100,2.71,overcast clouds
237,Saint-Augustin,CA,51.226,-58.6502,33.6,96,100,18.34,overcast clouds
238,Trat,TH,12.5,102.5,82.9,92,91,0.94,light rain
239,Collierville,US,35.042,-89.6645,57.79,29,0,6.91,clear sky
240,High Level,CA,58.5169,-117.136,30.45,85,98,3.42,overcast clouds
241,Broome,US,42.2506,-75.833,27.01,72,100,12.66,overcast clouds
242,Zhigansk,RU,66.7697,123.3711,3.63,98,98,2.66,overcast clouds
243,Teguldet,RU,57.3064,88.1667,-1.48,100,71,3.11,broken clouds
244,Coruripe,BR,-10.1256,-36.1756,79.0,83,87,9.62,overcast clouds
245,Kahului,US,20.8947,-156.47,86.02,39,40,19.57,scattered clouds
246,Manggar,ID,-2.8833,108.2667,79.11,83,68,5.68,broken clouds
247,Chima,IN,30.6854,76.0863,70.2,17,0,3.38,clear sky
248,Pevek,RU,69.7008,170.3133,-11.04,95,41,7.72,scattered clouds
249,Coolum Beach,AU,-26.5333,153.1,72.34,99,99,11.41,moderate rain
250,Sitka,US,57.0531,-135.33,44.49,70,0,6.91,clear sky
251,Xochistlahuaca,MX,16.7833,-98.25,88.41,26,74,9.55,broken clouds
252,Alofi,NU,-19.0595,-169.9187,80.11,80,100,16.91,moderate rain
253,Aljezur,PT,37.3191,-8.8033,59.31,72,100,18.39,overcast clouds
254,Padang,ID,-0.9492,100.3543,66.25,62,47,4.03,scattered clouds
255,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.36,100,100,13.8,overcast clouds
256,Bowen,AU,-20.0167,148.2333,78.75,74,6,5.41,clear sky
257,Southbridge,US,42.0751,-72.0334,39.92,62,96,5.01,overcast clouds
258,Morgan City,US,29.6994,-91.2068,76.01,73,0,14.97,clear sky
259,Yumen,CN,40.2833,97.2,42.55,26,86,13.09,overcast clouds
260,Faya,SA,18.3851,42.4509,57.72,37,0,3.2,clear sky
261,Oistins,BB,13.0667,-59.5333,78.89,69,75,16.11,broken clouds
262,Mizdah,LY,31.4451,12.9801,65.53,25,56,7.34,broken clouds
263,Valer,NO,60.6785,11.8331,44.85,71,100,10.6,overcast clouds
264,Inhambane,MZ,-23.865,35.3833,74.03,86,5,7.2,clear sky
265,San Remo,IT,43.8182,7.7612,60.85,50,62,9.62,broken clouds
266,Husavik,IS,66.0449,-17.3389,23.99,66,45,4.43,scattered clouds
267,Nouakchott,MR,18.0858,-15.9785,64.33,81,82,13.35,broken clouds
268,Palmas,BR,-10.2128,-48.3603,78.67,83,40,5.75,light rain
269,Narsaq,GL,60.9167,-46.05,39.42,66,89,7.94,overcast clouds
270,Grindavik,IS,63.8424,-22.4338,39.67,87,100,13.8,overcast clouds
271,San Policarpo,PH,12.1791,125.5072,80.55,83,99,10.94,overcast clouds
272,Arraial Do Cabo,BR,-22.9661,-42.0278,77.31,90,7,7.31,moderate rain
273,Morondava,MG,-20.2833,44.2833,77.36,90,29,6.13,scattered clouds
274,Darab,IR,28.7519,54.5444,53.53,13,0,1.28,clear sky
275,Bambanglipuro,ID,-7.95,110.2833,76.12,88,85,4.56,overcast clouds
276,Kunya,NG,12.2233,8.5325,73.38,13,8,10.27,clear sky
277,Agadez,NE,19.75,10.25,72.09,5,0,9.44,clear sky
278,Tabou,CI,4.423,-7.3528,80.17,88,78,4.65,broken clouds
279,Weston-Super-Mare,GB,51.346,-2.9766,49.55,92,1,10.36,clear sky
280,Jos,NG,9.9167,8.9,68.97,17,3,6.51,clear sky
