City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
199,Ajdabiya,0,LY,2022-03-25 02:47:55,66,30.7554,20.2263,50.36,7.92
200,Bathsheba,15,BB,2022-03-25 02:47:55,78,13.2167,-59.5167,77.32,22.15
201,Stara Vyzhivka,0,UA,2022-03-25 02:47:56,77,51.4376,24.44,34.12,7.14
202,Esperance,0,AU,2022-03-25 02:47:56,48,-33.8667,121.9,75.04,6.98
203,Bethel,100,US,2022-03-25 02:47:57,93,41.3712,-73.414,43.9,7.0
204,Dingle,98,PH,2022-03-25 02:47:57,59,10.9995,122.6711,87.87,12.08
205,Boca Raton,20,US,2022-03-25 02:43:12,81,26.3587,-80.0831,80.02,4.61
206,Coihaique,75,CL,2022-03-25 02:47:58,71,-45.5752,-72.0662,52.41,2.3
207,Westport,100,US,2022-03-25 02:47:58,95,41.1415,-73.3579,45.77,9.22
208,Broome,100,US,2022-03-25 02:47:58,78,42.2506,-75.833,47.62,3.0
209,Bambanglipuro,98,ID,2022-03-25 02:47:59,73,-7.95,110.2833,83.28,3.04
210,Isiro,85,CD,2022-03-25 02:47:59,72,2.7739,27.616,69.31,0.83
211,Businga,97,CD,2022-03-25 02:48:00,97,3.3333,20.8833,70.38,3.69
212,Cabra,100,ES,2022-03-25 02:48:00,70,37.4725,-4.4421,53.15,6.91
213,Bichura,100,RU,2022-03-25 02:48:01,90,50.5881,107.6022,25.29,3.4
214,Shiyan,100,CN,2022-03-25 02:48:01,85,32.6475,110.7781,53.19,4.5
215,Mandali,0,IQ,2022-03-25 02:48:02,35,33.7499,45.5541,52.7,4.41
216,Huarmey,98,PE,2022-03-25 02:48:02,82,-10.0681,-78.1522,71.1,8.55
217,Narsaq,100,GL,2022-03-25 02:48:03,68,60.9167,-46.05,34.02,6.89
218,Nemuro,12,JP,2022-03-25 02:48:03,80,43.3236,145.575,33.71,4.29
219,Port Elizabeth,100,ZA,2022-03-25 02:48:04,97,-33.918,25.5701,63.1,8.05
220,Bengkulu,100,ID,2022-03-25 02:48:04,60,-3.8004,102.2655,83.71,4.05
221,Leh,99,IN,2022-03-25 02:48:04,89,34.1667,77.5833,25.54,4.47
222,Vao,45,NC,2022-03-25 02:48:05,69,-22.6667,167.4833,77.47,13.89
223,Locri,0,IT,2022-03-25 02:48:05,69,38.2414,16.2623,48.33,10.67
224,Nelson Bay,83,AU,2022-03-25 02:48:06,68,-32.7167,152.15,77.11,4.0
225,Bereda,62,ES,2022-03-25 02:48:06,100,43.2686,-7.5406,44.58,3.06
226,General Roca,0,AR,2022-03-25 02:48:07,32,-39.0333,-67.5833,53.62,5.35
227,Gushi,100,CN,2022-03-25 02:48:07,75,34.6425,109.5843,49.44,10.09
